X1	X2	X3	X4	X5	X6	X7	X8	X9	X10
-2.112316	-5.774584	-3.938332	-2.392708	-2.135196	-2.290086	-1.625553	-2.393027	-3.451066	-4.264593
-1.09026	-1.395515	-0.779559	-1.784586	-0.719829	-4.770984	-2.669403	-5.0722	-4.168611	-2.701594
-2.587779	0.476392	0.197314	-3.657757	0.227397	-3.793943	-1.95803	-3.363786	-3.737173	-2.499343
-1.298072	1.852936	0.720686	-2.303424	1.063381	-1.156766	-1.763134	-1.99939	-3.032656	-1.31474
-1.859042	1.553115	1.347954	1.163612	2.630123	0.734945	-4.708116	-0.589312	0.107936	2.949812
-3.044288	1.661326	0.615717	2.444748	3.736925	1.598587	1.035621	-0.831756	0.476398	1.511413
-0.72371	1.787266	0.592574	1.804583	4.849985	2.068158	-0.694222	0.411076	-0.070672	1.973161
-0.568311	1.700734	-0.051577	2.135014	2.849304	2.745455	0.827752	0.805381	0.84742	2.564753
-1.477189	3.022626	2.782262	2.15934	5.585281	1.357176	0.264042	1.264257	1.431571	3.209389
-1.827746	4.058342	4.240389	0.812758	1.559218	1.988119	0.007548	-1.643898	-0.658623	3.550268
-1.700682	2.961878	3.770205	-0.874233	0.449713	1.026981	-0.539732	2.134714	0.123634	3.210586
-1.467497	1.339532	2.666506	-2.628435	-1.638833	1.857159	-1.504099	1.575889	0.068437	1.214443
-1.206394	1.871503	3.666891	-2.492751	-2.313221	2.169351	-0.005055	3.827526	1.290383	2.097838
-1.255471	0.795387	3.093859	-3.478183	-2.923649	-0.789144	0.897	3.686522	2.630469	0.818268
-1.348331	3.618882	2.749709	-1.625032	-1.495019	3.261869	2.091664	5.891974	4.484589	2.307532
2.393627	1.465487	2.251039	-0.2808	-1.873631	5.24169	3.448536	4.799382	4.11474	4.050129
5.407802	2.225899	4.491048	-0.251891	0.733716	3.671415	3.157816	4.577441	5.339018	4.316256
6.100293	4.240116	3.091134	2.706895	3.110521	4.605142	1.602201	4.541151	4.063919	3.246313
4.057599	1.845535	3.829196	2.630956	2.744485	4.727669	4.40689	4.356708	3.566139	2.722497
4.311319	-1.663345	2.381832	2.830188	1.846807	1.468792	5.186983	2.424411	4.382975	3.651607
1.459753	-3.648027	-0.884058	-0.923109	-1.126613	-1.375389	2.839578	-1.610343	-0.390077	-2.726758
-0.2693	-3.523112	-1.126976	-1.515239	-1.498074	-3.831178	0.291575	-3.540756	-3.641122	-5.538601
-0.216041	-0.024703	-3.869024	-4.377903	-3.322378	-3.680977	-1.616029	-5.63973	-4.706663	-10.613523
-2.118771	0.197298	-3.015703	-1.273003	-2.207224	2.261112	-2.595534	-4.661567	-6.083404	-2.787925
-1.80679	2.741489	0.795287	-1.987941	-2.140113	3.758586	-0.118441	0.52163	-2.705649	1.39779
-0.0295	2.596067	-0.339056	1.17558	-0.538344	3.200442	-0.697952	2.578559	1.474299	3.470622
0.275298	2.593232	2.051766	3.813159	-0.625218	2.515479	-0.435867	3.072818	3.484536	1.566568
-1.320396	3.61828	1.233552	2.614493	1.379066	3.462094	0.404312	5.004906	3.662357	1.290127
-1.389983	4.39141	2.000602	2.11398	-0.610794	1.837984	0.770785	2.006219	4.55286	1.984297
-1.470764	2.04882	2.062513	0.636718	0.296403	1.252848	0.274749	5.475957	4.760041	0.688077
-1.211041	0.164408	0.113985	-1.466095	-2.494343	0.737582	0.516205	3.754316	3.603396	-0.536236
-1.885513	0.802671	0.430917	1.859838	-1.518033	0.398385	1.18395	2.128995	3.594421	0.819457
-1.877183	1.657409	3.279408	3.221616	-0.255567	0.750254	3.104084	3.818492	2.515413	2.338355
-2.498551	0.622818	2.064755	2.679937	0.161754	0.100186	3.734706	-0.267795	4.539769	3.163456
-0.330218	-3.143503	1.193759	0.868698	-0.396868	1.15838	1.367815	-2.075168	1.004484	-0.346943
-1.729686	-3.736956	0.008318	1.328896	0.003664	-2.026167	1.707509	-1.70433	0.872955	-1.148042
-3.469654	-1.912842	-0.912269	-0.886269	-0.048449	-1.887558	0.432887	-2.815781	0.583579	-2.885944
-1.694126	-1.422965	-0.956903	-0.0634	1.536994	1.954606	-0.070151	0.673875	0.827852	0.847251
-0.4399	-1.228425	-1.216785	-2.114	2.76679	2.291722	-1.700707	0.551038	2.28927	2.941439
-0.454079	0.005676	-3.437416	-0.382471	1.35074	1.854287	-2.479782	1.930205	2.484031	2.30802
1.052536	2.305735	0.187202	1.277486	0.306044	3.532599	-0.565276	0.759175	2.542231	5.207391
3.684644	4.145451	0.54237	2.602668	0.166902	4.337856	0.165508	3.153645	3.848467	5.635652
3.815144	4.120623	1.185585	3.933973	-0.620288	4.885455	2.063971	3.851514	4.050335	4.113499
3.937635	5.241547	4.006747	4.662898	2.955375	1.011495	2.409611	3.51228	5.186332	1.959232
4.538116	2.062224	5.364954	6.828142	1.53429	3.222573	2.953426	3.237942	3.146554	1.245449
3.868485	3.91095	2.767407	3.707402	2.822757	2.796286	2.683417	2.690997	6.067299	0.770948
3.562841	1.464724	1.594904	4.959577	3.203476	0.131932	1.181681	1.136544	1.123963	-0.400073
5.012984	1.449145	0.718543	3.169864	1.591145	-2.10629	1.357719	1.609681	1.706044	1.625884
1.645611	1.01241	-0.304575	0.45936	-3.318035	-2.696584	-0.069772	-1.893394	1.896037	-3.327582
0.175421	-0.263381	-1.884252	-1.810335	-1.019265	-4.516952	-0.342392	-2.731981	-0.928859	-4.555874
-1.502986	-5.211731	-2.980389	-4.921325	-1.234546	-6.717796	-3.201742	-5.105384	-3.458049	-6.520892
-2.327912	-3.586141	-3.311987	-2.416312	-3.578277	-7.202217	-2.812123	-5.596902	-6.694135	-4.543039
-1.879659	-7.618814	-3.849646	-3.974797	-2.54386	-5.99052	-3.001037	-2.148538	-5.15572	-2.760416
-2.281227	-7.793849	-4.835567	-2.217183	-1.979494	-3.178105	-1.588183	-3.387994	-5.769807	-3.069926
-2.040918	-3.50635	-3.612952	-1.787173	-2.967681	-1.793174	-2.608564	-3.721071	-5.7823	-2.58087
2.209666	0.496083	-2.5872	0.664433	-1.84892	1.304668	1.78012	-1.33077	-2.2415	0.02455
3.501724	-0.194852	-0.940613	0.269531	1.318987	2.054422	-0.389732	-1.151992	0.03019	0.368333
2.447256	0.784643	-1.997392	1.49912	-1.79736	-1.300017	0.363179	-2.13834	-0.556635	1.789676
1.540459	0.351667	-3.322137	-3.236902	-1.720262	-1.832449	-1.110448	-0.507515	-1.969975	-1.573723
-0.306267	-0.093581	-1.024449	-2.032539	-2.171518	-2.976977	-1.585415	-3.830518	-4.136334	-5.630764
0.380075	-0.127704	-0.361429	-3.489891	-2.21813	-4.453004	-2.168821	-3.60085	-2.692115	-8.446451
-2.759215	-1.466602	-1.949378	-0.870261	-2.292098	-3.452331	-3.272468	-2.708313	-4.17972	-4.235384
-1.19624	-0.844477	-2.430596	-4.86715	-2.230423	-1.278861	-1.818958	-2.238608	-0.504452	-0.865065
-2.899399	0.03157	-1.797584	-2.433162	-0.605905	-1.741595	0.36371	-0.667036	-1.594713	-0.033897
-0.444096	0.659137	-0.150444	-0.685998	-0.957745	-0.762237	1.718534	-0.540998	-1.524106	0.715918
0.137269	2.483923	0.211926	2.95424	1.020856	1.910712	0.411714	-0.397996	0.116166	1.17778
0.797295	2.162727	2.043523	5.513649	2.041698	1.90565	2.099747	2.573769	0.417502	3.406486
-0.248321	2.993346	2.912348	5.489829	3.956081	3.459775	1.990134	-0.406904	2.052699	1.245634
-0.607679	1.874781	0.555099	4.863976	3.831402	2.651684	2.638074	-0.296817	1.411455	2.130323
-0.754282	-1.449471	1.026275	3.198689	1.650163	0.984875	0.254365	-0.865069	1.815067	1.429151
-0.87783	-0.71071	0.885477	2.092165	0.382962	-1.334753	1.294806	-0.974963	-0.438467	-1.326385
-0.689025	0.069462	1.148104	1.970303	0.663598	-2.752203	1.706797	-2.014999	-0.559849	-3.072085
-2.665269	1.057244	0.948755	3.185301	1.076871	0.060124	-0.279062	-2.636678	-0.118781	0.101548
-1.370063	1.242435	-0.007471	0.937356	0.579481	-0.161176	4.983926	1.087498	1.033135	1.794812
-1.778708	1.047633	1.990426	2.786967	1.574626	2.756997	3.207361	0.738729	2.744896	3.254506
-1.705607	-0.385962	1.074045	3.660632	-0.013395	1.83414	1.554842	0.168914	3.848001	3.892528
-3.96386	-1.714152	-0.854314	1.196049	-0.689881	-0.75125	1.053569	2.238852	3.063148	-0.403424
-0.808869	0.551763	-0.367752	-0.914485	-1.083034	0.255428	-1.42666	1.464142	3.239535	-0.226452
-1.309035	-0.81312	-0.38267	-3.04287	-3.784954	-0.343231	-1.502546	2.226683	1.276259	0.954442
-3.271761	-0.415001	0.494133	-3.71221	-2.329743	-0.612428	-3.503189	0.319075	2.60842	-0.020443
-2.096848	-4.284081	-3.485145	-4.254905	-0.8554	-1.754964	-3.911689	-2.052483	2.519416	0.652491
-0.628097	-6.65076	-4.061803	-6.011557	-0.965227	-2.065842	-3.394249	-3.313692	-0.935756	-0.150757
-0.523109	-1.730641	-3.657343	-2.98847	-1.124824	-0.153063	-2.148469	-3.518953	-1.458996	1.301109
0.610413	0.959776	-2.723465	-3.060143	0.773408	0.94177	-1.20575	-0.758467	-1.942407	2.029189
2.730169	0.888889	-0.367069	0.71392	0.000869	1.860657	2.106308	0.512267	-0.86439	3.319781
2.920256	0.834699	-1.370156	0.485918	2.766656	0.062894	0.484404	1.800447	-0.560946	3.887083
2.919073	-1.786696	1.694074	2.16955	-0.362729	0.12218	0.419837	2.590673	-0.677077	2.125193
1.382719	-0.315897	-1.91008	-1.090287	-0.459688	0.434313	-0.998595	2.647344	-1.483085	-0.967191
1.701692	2.195696	-1.566518	-1.371894	-3.556023	2.385292	-1.278691	3.495461	1.51873	1.095931
3.72239	1.045681	0.33726	-0.483774	-2.512232	3.325315	-0.260853	4.289821	3.082866	3.782255
3.679213	1.009057	-0.825547	0.652274	-1.601118	4.63908	0.066119	3.677425	1.969922	5.18838
3.712758	0.079124	1.972261	1.256146	-0.617381	2.372485	-0.449476	2.860873	2.108796	3.836606
1.665323	-0.478719	2.979683	0.07254	0.816278	2.504728	-1.839839	1.911964	-0.565912	2.162129
2.668209	1.869128	2.04952	0.239057	-1.046141	1.790509	0.493729	0.682598	-0.311903	-1.001852
1.914912	3.398262	2.22707	1.173293	-0.011839	3.013124	-1.825772	0.840075	-0.153779	-1.889638
3.783731	3.159685	1.931233	2.869347	0.886082	2.386474	0.907356	3.361193	3.485559	0.379568
2.220666	-0.419306	2.28501	4.377017	3.698223	2.279055	-0.121386	1.405153	0.732911	3.200666
0.839514	-0.712311	0.328	1.133303	1.920382	1.350067	1.6224	0.355056	0.308775	0.544953
2.519073	-2.361729	-0.513898	1.935502	1.701359	2.828507	-0.454387	-1.832501	-1.330248	3.100128
-0.659957	-2.571663	-1.280384	-0.808487	4.050553	-0.710625	-2.392446	-2.424116	0.478439	0.530289
-1.283778	1.227687	-1.480657	-0.329366	5.219663	-1.243331	2.469521	-2.992289	-3.643563	-1.299366
-2.085492	3.898621	-0.839419	1.128765	1.314788	1.071587	0.862513	-2.822822	-1.993256	-1.284137
-1.825999	4.258638	2.023331	-0.127997	3.715329	1.611427	1.60613	0.194987	-1.437539	2.113673
-2.091003	2.621838	1.080792	2.622547	2.855383	1.527589	-0.617329	0.280636	0.032386	1.431863
1.753397	3.12442	2.893364	1.759296	3.229751	3.868171	-1.832565	2.945827	3.006519	2.925931
4.294798	2.679783	1.480247	3.128948	2.734831	2.297372	1.375522	2.209059	1.34196	2.486175
5.896199	0.162227	0.77194	1.083502	1.710723	0.778189	2.232731	3.082132	2.338508	2.377795
4.240399	1.377352	0.454544	4.592556	0.743626	2.220223	2.990161	1.606146	-0.813037	1.930288
4.413696	-2.350143	1.081558	2.847911	-0.559661	-0.106129	1.098613	1.906902	2.227524	2.030253
4.125688	-0.525759	2.819983	0.059063	-2.451038	1.846132	2.069584	-2.237301	-1.940009	3.535789
1.987676	-1.350596	1.316317	-0.430488	-1.208706	0.621805	3.869475	-1.777761	-1.094635	1.884894
0.545456	-2.544353	0.350662	-1.845243	0.662435	-0.989212	2.653884	-1.78948	-0.531055	1.009966
-0.505873	-6.973833	-3.176484	-2.832504	-2.011017	0.578582	1.247912	-3.204657	-2.74137	-0.658595
-2.428111	-5.456134	-3.85962	-3.088072	-2.709462	-0.152317	-0.190542	-2.833891	-4.106278	1.379308
-3.25216	-2.376258	-1.015747	-3.124147	-1.0511	1.718192	-1.36238	-3.407982	-3.486881	2.200574
-3.094821	0.238196	-1.418664	-0.692832	-0.278833	2.635406	-0.374401	-1.95043	-3.414378	1.660703
-0.782197	-3.757774	0.338228	0.384573	3.591039	2.488126	-2.137306	-3.519935	-3.444269	3.447491
-2.573788	-0.100467	-0.399171	0.054268	4.965115	3.135649	-0.606995	-3.059995	-0.844954	2.648239
-1.429095	1.228617	0.79274	0.91105	4.839696	1.958576	-0.64477	0.047389	-1.367232	3.830645
-0.980419	1.905177	0.08746	2.362519	6.639979	2.340004	2.550569	0.026718	1.815896	2.719907
-2.135263	4.158913	0.522889	1.547774	4.778965	3.567933	2.392622	0.684192	0.208132	2.785624
0.612373	2.954425	2.861528	4.697813	3.448253	4.305661	1.108988	2.963312	0.364574	4.799396
3.266987	4.284013	3.947775	6.036537	4.752843	4.402889	2.365066	6.094178	3.674825	2.698819
4.117879	4.116476	4.637732	5.706244	7.001533	5.882614	2.259957	6.512192	4.665383	5.170994
3.752547	3.493114	4.643697	5.214433	4.312723	2.654637	2.87446	4.961353	2.54235	5.678919
3.25939	2.362527	5.354572	3.919004	4.298814	2.271956	1.583973	1.957063	3.919227	2.879793
2.605206	-1.239384	2.677057	2.085155	0.310803	1.640371	0.659697	1.100421	2.335213	-1.925485
2.105795	-3.482621	2.54765	-2.650015	-4.129409	-1.777919	-1.132268	-1.657171	0.51491	-5.314917
1.795955	-1.235383	1.273153	-1.297005	-1.827922	-3.559416	-0.380724	-1.653213	-2.415182	-10.171504
0.880885	1.388531	0.906966	-1.914916	-1.938738	-3.993019	-1.20927	-1.111804	-3.288362	-10.754546
1.379685	2.578318	0.510187	-2.77585	-2.928356	-3.71473	-1.190808	0.012258	-3.19863	-7.360846
-1.286947	1.633081	1.096019	-1.777407	-2.641578	-5.317649	-1.528037	-0.158329	-2.215283	-2.439103
-1.738413	1.575518	0.12206	-2.617488	-2.389103	-5.518676	-2.968458	0.446038	-1.432823	-4.508019
-0.539612	0.882031	1.203911	-2.906893	-1.099033	-4.371012	-3.050971	-1.08134	-3.202247	-4.290996
-2.059047	-1.185282	-1.517628	-0.676822	-1.096766	-5.306459	-2.119977	-1.361263	-2.444755	-3.698833
-2.885617	-1.157521	-3.444057	-1.585277	-1.276705	-5.884515	-0.881976	-3.365331	-4.481546	-5.942333
-0.397925	-3.982084	0.692324	0.161442	0.201651	-4.598583	-0.836868	-4.063641	-4.032918	-4.468996
-1.714871	-0.720972	-2.130785	-2.611965	-1.367498	-4.243362	-0.827055	-2.560794	-5.006371	-4.203723
-0.125856	-2.189186	-1.923383	-1.112899	-3.251753	-3.897552	0.412165	-4.214987	-4.703904	-3.282615
-3.01208	0.438576	0.11833	-4.72096	-3.412615	-1.725755	2.69689	-2.359421	-3.764915	-0.061672
-0.440846	0.037613	0.192354	-0.789549	0.271518	-2.10137	1.27222	-4.283094	-1.034303	-0.319497
-1.241353	0.443026	2.671688	-2.351365	-3.083157	-2.164798	2.741056	-3.744305	-0.897367	2.648411
-3.294103	2.528414	0.506034	-4.21971	-1.921839	-0.512139	0.646096	-1.092853	-3.488706	-0.00595
-1.116096	0.394478	-0.215508	-2.765583	-2.447427	-2.899694	1.33944	-2.079737	-3.356817	1.54192
-0.889634	-1.322783	-1.469539	-0.290186	-1.184624	-0.314462	-0.287812	-2.637356	-0.541701	3.19032
-0.468616	-0.222167	-2.429658	-2.858117	-3.872428	0.575856	-4.231959	-1.407209	1.124344	3.662449
-2.334544	-5.400374	-1.255664	-2.780578	-2.77254	0.75666	-0.645004	-1.205495	0.779421	1.015506
-1.030319	-7.308506	-1.449858	-1.077968	-3.31216	-0.667451	-1.216344	-1.315412	0.01333	2.999592
0.644459	-6.05506	-5.19114	-3.176787	-2.791688	-2.451175	-2.062282	-2.748859	-3.887428	1.100804
-0.911511	-6.916937	-4.969808	-3.430537	-2.471425	-3.552515	-1.722217	-3.734935	-3.99145	-0.752958
-1.881429	-4.583838	-5.191963	-1.742516	-3.036969	-4.506668	-2.390948	-4.36634	-5.418835	-1.224994
-1.119797	-0.71906	-5.516505	-2.696125	-0.556023	-3.007536	-1.135278	-4.297671	-5.769881	-1.071405
-1.955114	-2.307405	-3.541033	-4.188464	-1.501385	-5.461619	-0.878905	-4.199228	-5.426987	-1.260192
-2.303382	-3.753271	-1.636247	-2.376734	-1.079756	-2.428416	1.244471	-2.898609	-6.893852	0.608345
-0.304801	-2.377759	-3.200446	-1.665433	-2.622935	-2.476428	3.114548	-3.152713	-4.198573	2.008105
-3.591571	-3.489868	-0.95193	-2.643162	-2.018823	-0.251254	1.966028	-3.856738	-4.986948	1.298488
-1.752894	-2.739798	-2.5516	-0.98622	-0.802319	-0.593194	1.642509	-2.599384	-4.527377	1.396794
-0.773869	-1.908948	-1.106354	-3.050309	-1.900524	-2.232849	0.239093	-3.474349	-4.804857	0.86462
-0.936497	1.358981	-1.462792	-2.483727	-3.602338	-2.390817	0.278278	-2.142432	-5.610586	-0.139931
-1.222478	0.048491	-0.939114	-2.320674	-2.85626	-2.096499	0.812364	-1.938131	-2.901463	-0.732362
-3.020814	-0.040919	-0.62612	-3.827951	-4.056291	-3.676694	0.186252	0.628554	-2.353386	-3.865973
-0.445503	0.440152	-0.331609	-1.689157	-0.678229	-1.487303	-0.480558	1.424527	-2.053353	-4.003664
-1.343048	-2.254295	0.834519	-0.700491	0.144724	-2.805224	0.292533	1.680586	-2.854461	-3.907635
-1.760847	-1.15876	2.143865	-3.646054	0.886569	-2.588758	-2.535674	-1.354765	-1.45841	-2.435687
-0.439902	3.413356	0.010029	-0.631545	-0.234993	-0.512505	-1.63258	1.640974	0.705403	-2.06452
-3.237212	1.752756	0.675311	-1.000664	2.596437	2.126737	-0.752585	2.698106	3.890081	1.481766
-0.583478	1.404939	0.468212	1.07589	1.40196	1.480268	-0.546888	1.70883	3.774224	1.52397
-1.9155	2.380705	1.826232	3.492916	4.070176	3.761887	0.83801	1.293749	1.305635	3.986892
-2.731578	-1.271245	-1.133629	3.835916	3.371685	3.830096	2.31501	-0.348235	2.480416	1.621532
-1.577013	-0.14591	-1.164669	3.531889	3.118187	1.851695	0.984011	-1.324223	1.271869	1.877789
-0.345104	-1.126191	-0.50419	0.717536	0.941384	1.088784	-0.678486	-0.155611	1.055596	-2.507236
-0.125452	-4.861686	-1.301789	-0.773641	-2.491326	-0.577536	-1.489381	3.422802	0.183599	-2.644244
-2.367157	-2.604095	-4.691768	-2.892544	-3.41744	-4.965565	-2.297075	1.889516	-1.339019	-9.907335
-1.190918	-0.198117	-3.404125	0.572729	-1.19486	-2.771401	-0.163766	-0.767466	-1.560258	-7.716109
1.394363	2.497447	-3.16036	2.605178	0.219215	-1.677345	-1.316356	-1.286244	-1.054813	-2.939267
-0.323213	1.480299	0.181428	3.780104	1.012286	2.309205	0.099456	1.067085	2.342516	1.325093
1.210255	0.576638	1.638838	4.228607	2.967954	3.218349	2.177171	3.015422	3.146032	2.550069
1.048066	0.961167	2.380272	2.201888	2.436618	4.718887	-0.351812	1.681968	3.835236	4.668762
-1.00808	1.956384	1.63883	-1.543352	0.426679	2.372221	-1.609292	1.929125	3.550732	0.792471
-0.490483	-0.02381	2.386711	0.143487	0.567438	1.95125	-1.42707	0.130793	2.582421	-0.173404
-2.147243	1.178287	0.932418	-0.920894	-3.248905	1.683477	-2.888845	-0.510924	2.255806	2.802839
0.716241	1.122474	3.003149	-3.831395	-1.85245	2.182301	-3.516417	-1.154226	1.871188	3.033197
-3.551631	1.493652	2.908606	0.929587	0.575005	3.040524	-4.204685	-1.615712	1.391771	0.160473
-1.017159	2.466521	0.767789	1.62875	2.53046	3.580846	1.04575	1.133321	2.296855	1.829064
0.768657	0.289283	0.572498	2.770096	4.720515	3.562267	-0.844011	0.876073	2.222944	3.123573
1.978717	3.518838	-0.708066	3.121426	3.668471	4.64509	0.914232	1.958246	3.700939	2.169898
1.362722	2.364286	1.561098	5.09294	0.754028	1.150214	1.949579	1.690942	3.462843	3.10264
-0.252628	-0.104872	1.971289	3.260439	0.028288	1.353941	2.55833	-0.578639	2.630859	0.513499
0.547667	-2.759436	1.759409	1.759025	0.407651	-1.508128	2.144786	-2.401394	0.325487	-1.409024
-1.457493	-3.222505	1.088357	-0.074002	-1.758182	-5.522994	3.914747	-3.243022	-1.612769	-1.929531
-2.708506	-5.078179	-0.467665	-0.396142	-1.631611	-5.924853	1.839314	-4.389321	-3.328107	-3.88582
-2.134773	-5.379956	-1.257459	-2.894192	-1.073835	-5.845707	0.371786	-4.972291	-5.337926	-3.441692
-0.489793	-4.461037	-0.608021	-4.051853	-4.745153	-8.414053	2.169264	-4.51743	-6.342122	-3.646945
-2.735366	0.15918	-2.701654	-3.672124	-2.679765	-5.233691	0.007148	-2.571636	-3.469994	-4.428081
-1.876391	2.590794	-4.363156	-3.199403	-2.014869	-3.73062	-1.550461	-0.796108	-2.612639	-3.174999
-0.727068	0.469807	0.199274	-0.185689	-0.160565	2.069261	-1.549363	1.960756	1.278844	-1.780698
-0.758897	3.265018	-0.063864	-0.359983	2.317848	0.437454	-3.821359	2.852256	1.183659	-0.163878
1.338925	2.009529	-0.66797	0.263519	1.13707	2.263759	-1.501846	5.745595	5.112607	1.21956
-0.850404	1.28894	0.390056	-0.062785	1.162703	-0.201723	-2.324826	0.821973	2.87759	-0.423582
2.191117	1.957451	0.398516	-1.117592	0.218847	-0.81939	-2.359997	2.710892	2.556411	-1.124405
1.05539	1.770964	0.092309	-1.819901	-0.853696	0.360358	-0.86506	3.409554	2.051671	-3.129208
0.124214	3.140378	-0.526264	-0.017413	-0.327727	1.650923	-0.077814	3.698259	4.281274	-0.009191
2.21149	3.170095	1.456898	3.047875	0.575457	2.755605	1.517742	4.59411	3.13822	4.081246
1.77372	3.718014	0.174494	1.998264	0.444155	1.825106	-0.890493	5.896607	4.780613	1.606404
0.514903	3.316737	2.791126	-0.364646	0.497369	1.076326	-0.310617	4.053051	5.174354	2.469183
-0.950259	0.931864	0.608393	-0.217953	-4.0573	0.720168	0.501169	3.323244	3.412445	0.499583
-0.747265	-0.159404	3.356696	-3.270057	-2.420752	1.448332	-0.802334	1.358988	3.328289	-2.826295
-3.736516	-4.183268	1.027036	-2.520356	-3.143485	-1.209882	1.734675	-2.835117	1.790488	-2.794351
-0.46331	-1.340026	1.249513	-1.460849	-1.244999	-0.457371	1.257396	-1.476869	1.153643	-0.957385
1.649653	0.367122	0.588026	0.526965	0.492508	0.930066	2.422229	-1.349867	1.494956	1.225304
5.228275	2.173977	0.986178	1.703086	0.923336	1.853629	4.671774	1.39819	-1.467469	3.876316
4.993756	1.341439	3.078867	4.663917	1.018786	2.296319	2.773933	2.033103	1.495668	2.707051
5.089197	1.620209	2.949794	3.595558	-0.091441	0.015238	3.222605	1.293174	1.64727	2.92111
1.4157	-0.811913	0.76316	0.50971	-1.016244	2.736988	2.031592	-1.013197	0.554339	1.665794
2.762564	0.277774	1.260766	2.394974	-0.550821	1.096968	0.977493	-0.842407	-0.025024	2.829101
1.786991	2.06797	4.61241	1.073752	-0.653172	3.56728	-0.366792	3.146043	0.334883	4.209534
1.582281	2.592876	3.330394	1.462144	2.109603	2.899126	0.21984	4.142255	2.179863	3.573292
2.138437	2.421793	2.777519	1.608952	1.575307	1.846807	-0.241013	3.589531	1.209717	4.007075
-0.694942	1.27932	2.689783	-0.708423	2.017241	3.523123	-1.95425	4.41167	0.977848	3.051885
-3.799654	1.100259	0.238588	-0.67858	-0.103096	1.064275	-2.27647	4.615675	1.382856	0.847221
0.061701	0.21131	-0.273966	-1.752119	-1.834502	-1.450534	-1.994673	4.434746	1.880744	-1.798316
-1.737075	-1.335627	-2.496479	-1.529937	-1.197276	-2.785504	-2.384158	3.830084	2.515413	-5.560427
-0.030181	0.444249	-2.67075	-2.987534	-2.637716	-2.361835	-2.728725	3.630591	1.217966	-7.568409
-1.674117	1.174338	0.50382	-3.014009	-3.586322	-3.836424	-1.283173	0.416966	0.522803	-3.768564
-1.562181	0.185342	-1.535567	-4.08156	-1.833694	-1.17827	0.362897	1.282412	0.545327	-1.61919
-0.153972	-4.039541	-0.775213	-1.809587	-3.252229	-2.295473	2.589987	0.457228	0.091839	-1.095888
-1.207489	-2.502809	-1.968816	-1.613089	-0.817227	-1.718832	-1.867003	-0.089184	-2.334559	-1.618257
-0.538531	-1.448561	-4.325976	-2.183164	-2.096887	-2.411145	-1.918472	-3.753523	-1.985865	-2.157397
-3.578597	0.379002	-2.667194	0.815189	0.567292	-1.397511	-1.160621	-4.879689	-3.064879	-1.062307
-0.297185	2.132581	0.450432	2.882671	0.774411	0.164371	1.198052	-2.49488	-4.208698	1.501714
0.012904	2.841277	0.602901	3.275283	0.963471	1.155801	-0.897554	-2.327796	0.109978	1.499064
-3.231926	2.35879	0.825913	3.473125	3.476273	1.577182	0.503562	1.892663	-1.859847	2.827946
-1.555477	2.97292	2.745869	3.353499	4.024318	0.647413	0.379502	2.290699	2.472525	1.255758
-1.212745	1.831968	0.085969	1.581507	2.318808	1.161497	0.449764	1.780912	0.148299	0.329002
-0.596731	0.621935	3.222613	0.254548	2.043242	-0.825467	-1.527951	3.995303	1.958073	-1.570723
-2.014832	3.24772	0.4645	-1.036176	-1.501279	-0.505476	-1.563941	4.615972	5.57755	-1.670115
2.747052	3.177124	1.600632	-3.754164	-2.194452	-0.249731	-3.027007	4.302221	2.796732	0.902525
1.833322	1.400448	1.949108	-1.287214	-0.982377	-0.019329	-0.860849	2.871349	1.670419	0.402297
1.96508	-0.980909	0.559528	-1.167227	-2.781154	0.05043	0.046035	0.960457	1.930712	0.591102
0.331726	-3.949545	-0.535907	-0.123701	-3.406182	-2.425654	-0.279955	-1.392953	0.598513	-1.887659
0.663063	-7.215561	-0.940998	-1.304135	-2.394958	-1.467679	-0.53022	-2.261683	-1.086377	-0.742087
-0.405609	-7.906756	-2.386544	-3.137629	-2.168884	-0.310844	2.337142	-4.802931	-2.250958	-1.094882
-0.688688	-3.930529	-2.897346	-1.87008	-3.460457	-1.223048	1.89883	-7.789896	-6.929427	-1.883843
-0.616574	-4.666081	-0.750804	-3.514189	-2.754377	-3.965691	-0.162155	-5.078479	-7.128185	-3.581869
-1.679866	-5.333111	-1.738817	-2.499754	-2.387143	-4.567871	-3.556412	-2.173179	-6.28863	-5.073061
-0.384561	-3.437318	-2.622585	-3.670675	-1.387654	-5.900489	-3.029341	-4.759896	-6.923661	-6.651319
-1.536258	-0.580303	-1.227009	-3.379451	1.141091	-0.507142	-2.329542	-2.079729	-7.114377	-2.661642
-0.351558	-0.180365	-2.065888	-1.593481	2.211191	0.60407	-2.054514	-4.340878	-4.865379	-0.01133
-2.305357	1.594897	-0.566923	-0.447664	2.59885	1.646447	-1.043258	-4.122642	-3.425963	3.902417
-2.390256	3.485482	0.237686	2.272301	5.832166	3.476691	0.231427	1.244178	-2.104431	2.960099
-0.197753	-1.230009	-0.51506	2.083015	3.949941	3.877602	-1.267758	1.320082	0.689119	3.577816
-2.526946	-3.022676	1.636537	-0.409722	3.398576	2.20578	-1.179213	0.175472	3.573887	1.953669
-2.084534	-2.483718	-2.040921	0.26769	2.239471	-0.156073	-0.620938	0.930046	1.785374	0.044158
-2.109517	-0.390036	-1.660135	-1.951246	-0.772473	0.500743	-2.463433	1.033806	2.891181	1.042182
